M,adv_a_position,adv_per_query,attack,both_sides,correct_answer_pct,dataset,experiment_full_name,false_removal_rate,incorrect_answer_pct,inference_time,model,no_questions,removal,repeat,retriver,score,success_injection_rate,success_removal_rate,top_k
10,end,5,hotflip,0,7.00%,hotpotqa,dataset_hotpotqa-retriver_contriever-ms-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_drift-defend_none-cos_sim-adv_per_query5-adv_a_position_end-Top_5-Seed_12_both_combined,0.06%,93.00%,40.81,meta,0,drift,10,contriever-ms,cos,1.00%,0.00%,5
10,start,1,hotflip,0,43.00%,hotpotqa,dataset_hotpotqa-retriver_contriever-ms-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query1-adv_a_position_start-Top_5-Seed_12_both_combined,0.40%,49.00%,12.31,meta,0,kmeans_ngram,10,contriever-ms,cos,0.16%,0.18%,5
10,start,3,hotflip,0,64.00%,hotpotqa,dataset_hotpotqa-retriver_contriever-ms-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query3-adv_a_position_start-Top_5-Seed_12_both_combined,0.46%,6.00%,12.27,meta,0,kmeans_ngram,10,contriever-ms,cos,0.00%,1.00%,5
10,start,5,hotflip,0,63.00%,hotpotqa,dataset_hotpotqa-retriver_contriever-ms-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query5-adv_a_position_start-Top_5-Seed_12_both_combined,0.46%,5.00%,13.90,meta,0,kmeans_ngram,10,contriever-ms,cos,0.00%,1.00%,5
10,end,1,hotflip,0,49.00%,hotpotqa,dataset_hotpotqa-retriver_contriever-ms-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query1-adv_a_position_end-Top_5-Seed_12_both_combined,0.40%,42.00%,10.96,meta,0,kmeans_ngram,10,contriever-ms,cos,0.17%,0.17%,5
10,end,3,hotflip,0,62.00%,hotpotqa,dataset_hotpotqa-retriver_contriever-ms-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query3-adv_a_position_end-Top_5-Seed_12_both_combined,0.45%,5.00%,11.86,meta,0,kmeans_ngram,10,contriever-ms,cos,0.00%,0.99%,5
10,end,5,hotflip,0,63.00%,hotpotqa,dataset_hotpotqa-retriver_contriever-ms-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query5-adv_a_position_end-Top_5-Seed_12_both_combined,0.46%,6.00%,13.75,meta,0,kmeans_ngram,10,contriever-ms,cos,0.00%,1.00%,5
10,end,3,hotflip,0,59.00%,hotpotqa,dataset_hotpotqa-retriver_contriever-ms-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-dot-adv_per_query3-adv_a_position_end-Top_5-Seed_12_both_combined,0.41%,21.00%,12.67,meta,0,kmeans_ngram,10,contriever-ms,dot,0.07%,0.89%,5
10,end,5,hotflip,0,61.00%,hotpotqa,dataset_hotpotqa-retriver_contriever-ms-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-dot-adv_per_query5-adv_a_position_end-Top_5-Seed_12_both_combined,0.41%,11.00%,17.33,meta,0,kmeans_ngram,10,contriever-ms,dot,0.03%,0.97%,5
10,end,3,none,0,68.00%,hotpotqa,dataset_hotpotqa-retriver_contriever-ms-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_none-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query3-adv_a_position_end-Top_5-Seed_12_both_combined,0.38%,4.00%,10.43,meta,0,kmeans_ngram,10,contriever-ms,cos,0.00%,1.00%,5
10,end,3,hotflip,1,49.00%,nq,dataset_nq-retriver_contriever-model_true_gpt-4o-M10xRepeat10-attack_hotflip-removal_drift-defend_none-cos_sim-adv_per_query3-adv_a_position_end-Top_5-Seed_12_no_questions_both_sides,0.38%,40.00%,114.37,gpt,1,drift,10,contriever,cos,0.40%,0.32%,5
10,start,3,hotflip,1,56.00%,nq,dataset_nq-retriver_contriever-model_true_gpt-4o-M10xRepeat10-attack_hotflip-removal_drift-defend_none-cos_sim-adv_per_query3-adv_a_position_start-Top_5-Seed_12_no_questions_both_sides,0.33%,21.00%,121.39,gpt,1,drift,10,contriever,cos,0.16%,0.73%,5
10,end,3,hotflip,1,70.00%,nq,dataset_nq-retriver_contriever-model_true_gpt-4o-M10xRepeat10-attack_hotflip-removal_drift-defend_none-dot-adv_per_query3-adv_a_position_end-Top_5-Seed_12_no_questions_both_sides,0.11%,8.00%,112.90,gpt,1,drift,10,contriever,dot,0.03%,0.95%,5
10,start,3,hotflip,1,62.00%,nq,dataset_nq-retriver_contriever-model_true_gpt-4o-M10xRepeat10-attack_hotflip-removal_drift-defend_none-dot-adv_per_query3-adv_a_position_start-Top_5-Seed_12_no_questions_both_sides,0.06%,2.00%,166.21,gpt,1,drift,10,contriever,dot,0.01%,0.98%,5
10,end,3,hotflip,1,77.00%,nq,dataset_nq-retriver_contriever-model_true_gpt-4o-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query3-adv_a_position_end-Top_5-Seed_12_no_questions_both_sides,0.23%,1.00%,94.23,gpt,1,kmeans_ngram,10,contriever,cos,0.00%,0.99%,5
10,start,3,hotflip,1,76.00%,nq,dataset_nq-retriver_contriever-model_true_gpt-4o-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query3-adv_a_position_start-Top_5-Seed_12_no_questions_both_sides,0.24%,3.00%,88.32,gpt,1,kmeans_ngram,10,contriever,cos,0.01%,0.98%,5
10,end,3,hotflip,1,71.00%,nq,dataset_nq-retriver_contriever-model_true_gpt-4o-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-dot-adv_per_query3-adv_a_position_end-Top_5-Seed_12_no_questions_both_sides,0.12%,6.00%,104.44,gpt,1,kmeans_ngram,10,contriever,dot,0.05%,0.92%,5
10,start,3,hotflip,1,69.00%,nq,dataset_nq-retriver_contriever-model_true_gpt-4o-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-dot-adv_per_query3-adv_a_position_start-Top_5-Seed_12_no_questions_both_sides,0.12%,6.00%,96.62,gpt,1,kmeans_ngram,10,contriever,dot,0.06%,0.90%,5
10,start,3,none,1,82.00%,nq,dataset_nq-retriver_contriever-model_true_gpt-4o-M10xRepeat10-attack_none-removal_all-defend_none-dot-adv_per_query3-adv_a_position_start-Top_5-Seed_12_no_questions_both_sides,,1.00%,79.38,gpt,1,all,10,contriever,dot,0.00%,,5
10,end,3,none,1,81.00%,nq,dataset_nq-retriver_contriever-model_true_gpt-4o-M10xRepeat10-attack_none-removal_drift-defend_none-cos_sim-adv_per_query3-adv_a_position_end-Top_5-Seed_12_no_questions_both_sides,0.38%,0.00%,99.28,gpt,1,drift,10,contriever,cos,0.00%,1.00%,5
10,start,3,none,1,82.00%,nq,dataset_nq-retriver_contriever-model_true_gpt-4o-M10xRepeat10-attack_none-removal_drift-defend_none-cos_sim-adv_per_query3-adv_a_position_start-Top_5-Seed_12_no_questions_both_sides,0.38%,1.00%,89.59,gpt,1,drift,10,contriever,cos,0.00%,1.00%,5
10,end,3,none,1,76.00%,nq,dataset_nq-retriver_contriever-model_true_gpt-4o-M10xRepeat10-attack_none-removal_drift-defend_none-dot-adv_per_query3-adv_a_position_end-Top_5-Seed_12_no_questions_both_sides,0.07%,1.00%,104.10,gpt,1,drift,10,contriever,dot,0.00%,1.00%,5
10,start,3,none,1,75.00%,nq,dataset_nq-retriver_contriever-model_true_gpt-4o-M10xRepeat10-attack_none-removal_drift-defend_none-dot-adv_per_query3-adv_a_position_start-Top_5-Seed_12_no_questions_both_sides,0.07%,1.00%,98.85,gpt,1,drift,10,contriever,dot,0.00%,1.00%,5
10,end,3,none,1,77.00%,nq,dataset_nq-retriver_contriever-model_true_gpt-4o-M10xRepeat10-attack_none-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query3-adv_a_position_end-Top_5-Seed_12_no_questions_both_sides,0.20%,0.00%,93.32,gpt,1,kmeans_ngram,10,contriever,cos,0.00%,1.00%,5
10,start,3,none,1,75.00%,nq,dataset_nq-retriver_contriever-model_true_gpt-4o-M10xRepeat10-attack_none-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query3-adv_a_position_start-Top_5-Seed_12_no_questions_both_sides,0.20%,1.00%,86.23,gpt,1,kmeans_ngram,10,contriever,cos,0.00%,1.00%,5
10,end,3,none,1,62.00%,nq,dataset_nq-retriver_contriever-model_true_gpt-4o-M10xRepeat10-attack_none-removal_kmeans_ngram-defend_none-dot-adv_per_query3-adv_a_position_end-Top_5-Seed_12_no_questions_both_sides,0.10%,1.00%,148.18,gpt,1,kmeans_ngram,10,contriever,dot,0.00%,1.00%,5
10,start,3,none,1,73.00%,nq,dataset_nq-retriver_contriever-model_true_gpt-4o-M10xRepeat10-attack_none-removal_kmeans_ngram-defend_none-dot-adv_per_query3-adv_a_position_start-Top_5-Seed_12_no_questions_both_sides,0.10%,1.00%,105.65,gpt,1,kmeans_ngram,10,contriever,dot,0.00%,1.00%,5
10,end,1,hotflip,1,53.00%,nq,dataset_nq-retriver_contriever-model_true_gpt-4o-M10xRepeat10-attack_hotflip-removal_drift-defend_none-cos_sim-adv_per_query1-adv_a_position_end-Top_5-Seed_12_no_questions_both_sides,0.38%,31.00%,96.15,gpt,1,drift,10,contriever,cos,0.14%,0.30%,5
10,start,1,hotflip,1,68.00%,nq,dataset_nq-retriver_contriever-model_true_gpt-4o-M10xRepeat10-attack_hotflip-removal_drift-defend_none-cos_sim-adv_per_query1-adv_a_position_start-Top_5-Seed_12_no_questions_both_sides,0.36%,14.00%,106.43,gpt,1,drift,10,contriever,cos,0.06%,0.72%,5
10,end,5,hotflip,1,23.00%,nq,dataset_nq-retriver_contriever-model_true_gpt-4o-M10xRepeat10-attack_hotflip-removal_drift-defend_none-cos_sim-adv_per_query5-adv_a_position_end-Top_5-Seed_12_no_questions_both_sides,0.37%,49.00%,130.40,gpt,1,drift,10,contriever,cos,0.70%,0.29%,5
10,start,5,hotflip,1,48.00%,nq,dataset_nq-retriver_contriever-model_true_gpt-4o-M10xRepeat10-attack_hotflip-removal_drift-defend_none-cos_sim-adv_per_query5-adv_a_position_start-Top_5-Seed_12_no_questions_both_sides,0.30%,20.00%,129.79,gpt,1,drift,10,contriever,cos,0.26%,0.74%,5
10,end,1,hotflip,1,70.00%,nq,dataset_nq-retriver_contriever-model_true_gpt-4o-M10xRepeat10-attack_hotflip-removal_drift-defend_none-dot-adv_per_query1-adv_a_position_end-Top_5-Seed_12_no_questions_both_sides,0.07%,3.00%,114.18,gpt,1,drift,10,contriever,dot,0.01%,0.94%,5
10,start,1,hotflip,1,76.00%,nq,dataset_nq-retriver_contriever-model_true_gpt-4o-M10xRepeat10-attack_hotflip-removal_drift-defend_none-dot-adv_per_query1-adv_a_position_start-Top_5-Seed_12_no_questions_both_sides,0.06%,1.00%,148.57,gpt,1,drift,10,contriever,dot,0.00%,0.98%,5
10,end,5,hotflip,1,67.00%,nq,dataset_nq-retriver_contriever-model_true_gpt-4o-M10xRepeat10-attack_hotflip-removal_drift-defend_none-dot-adv_per_query5-adv_a_position_end-Top_5-Seed_12_no_questions_both_sides,0.12%,11.00%,120.79,gpt,1,drift,10,contriever,dot,0.06%,0.94%,5
10,start,5,hotflip,1,65.00%,nq,dataset_nq-retriver_contriever-model_true_gpt-4o-M10xRepeat10-attack_hotflip-removal_drift-defend_none-dot-adv_per_query5-adv_a_position_start-Top_5-Seed_12_no_questions_both_sides,0.07%,7.00%,161.58,gpt,1,drift,10,contriever,dot,0.03%,0.97%,5
10,end,1,hotflip,1,52.00%,nq,dataset_nq-retriver_contriever-model_true_gpt-4o-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query1-adv_a_position_end-Top_5-Seed_12_no_questions_both_sides,0.22%,36.00%,84.93,gpt,1,kmeans_ngram,10,contriever,cos,0.18%,0.09%,5
10,start,1,hotflip,1,46.00%,nq,dataset_nq-retriver_contriever-model_true_gpt-4o-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query1-adv_a_position_start-Top_5-Seed_12_no_questions_both_sides,0.20%,46.00%,100.68,gpt,1,kmeans_ngram,10,contriever,cos,0.18%,0.08%,5
10,end,5,hotflip,1,75.00%,nq,dataset_nq-retriver_contriever-model_true_gpt-4o-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query5-adv_a_position_end-Top_5-Seed_12_no_questions_both_sides,0.24%,0.00%,93.54,gpt,1,kmeans_ngram,10,contriever,cos,0.00%,1.00%,5
10,start,5,hotflip,1,63.00%,nq,dataset_nq-retriver_contriever-model_true_gpt-4o-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query5-adv_a_position_start-Top_5-Seed_12_no_questions_both_sides,0.24%,1.00%,107.36,gpt,1,kmeans_ngram,10,contriever,cos,0.01%,0.99%,5
10,end,1,hotflip,1,49.00%,nq,dataset_nq-retriver_contriever-model_true_gpt-4o-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-dot-adv_per_query1-adv_a_position_end-Top_5-Seed_12_no_questions_both_sides,0.12%,38.00%,93.72,gpt,1,kmeans_ngram,10,contriever,dot,0.19%,0.03%,5
10,start,1,hotflip,1,54.00%,nq,dataset_nq-retriver_contriever-model_true_gpt-4o-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-dot-adv_per_query1-adv_a_position_start-Top_5-Seed_12_no_questions_both_sides,0.12%,35.00%,97.56,gpt,1,kmeans_ngram,10,contriever,dot,0.19%,0.03%,5
10,end,5,hotflip,1,24.00%,nq,dataset_nq-retriver_contriever-model_true_gpt-4o-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-dot-adv_per_query5-adv_a_position_end-Top_5-Seed_12_no_questions_both_sides,0.12%,1.00%,227.90,gpt,1,kmeans_ngram,10,contriever,dot,0.02%,0.98%,5
10,start,5,hotflip,1,23.00%,nq,dataset_nq-retriver_contriever-model_true_gpt-4o-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-dot-adv_per_query5-adv_a_position_start-Top_5-Seed_12_no_questions_both_sides,0.12%,2.00%,223.55,gpt,1,kmeans_ngram,10,contriever,dot,0.03%,0.97%,5
10,start,1,hotflip,0,48.00%,nq,dataset_nq-retriver_roberta-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_drift-defend_none-cos_sim-adv_per_query1-adv_a_position_start-Top_5-Seed_12_both_combined,0.08%,43.00%,21.36,meta,0,drift,10,roberta,cos,0.18%,0.10%,5
10,start,3,hotflip,0,41.00%,nq,dataset_nq-retriver_roberta-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_drift-defend_none-cos_sim-adv_per_query3-adv_a_position_start-Top_5-Seed_12_both_combined,0.08%,56.00%,23.26,meta,0,drift,10,roberta,cos,0.51%,0.14%,5
10,start,5,hotflip,0,14.00%,nq,dataset_nq-retriver_roberta-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_drift-defend_none-cos_sim-adv_per_query5-adv_a_position_start-Top_5-Seed_12_both_combined,0.08%,83.00%,23.80,meta,0,drift,10,roberta,cos,0.86%,0.11%,5
10,end,1,hotflip,0,65.00%,nq,dataset_nq-retriver_roberta-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_drift-defend_none-cos_sim-adv_per_query1-adv_a_position_end-Top_5-Seed_12_both_combined,0.08%,23.00%,21.88,meta,0,drift,10,roberta,cos,0.12%,0.38%,5
10,end,3,hotflip,0,39.00%,nq,dataset_nq-retriver_roberta-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_drift-defend_none-cos_sim-adv_per_query3-adv_a_position_end-Top_5-Seed_12_both_combined,0.08%,56.00%,24.51,meta,0,drift,10,roberta,cos,0.44%,0.26%,5
10,end,5,hotflip,0,21.00%,nq,dataset_nq-retriver_roberta-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_drift-defend_none-cos_sim-adv_per_query5-adv_a_position_end-Top_5-Seed_12_both_combined,0.08%,74.00%,31.45,meta,0,drift,10,roberta,cos,0.72%,0.27%,5
10,start,1,hotflip,0,53.00%,nq,dataset_nq-retriver_roberta-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query1-adv_a_position_start-Top_5-Seed_12_both_combined,0.19%,40.00%,17.64,meta,0,kmeans_ngram,10,roberta,cos,0.19%,0.06%,5
10,start,3,hotflip,0,70.00%,nq,dataset_nq-retriver_roberta-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query3-adv_a_position_start-Top_5-Seed_12_both_combined,0.21%,3.00%,16.13,meta,0,kmeans_ngram,10,roberta,cos,0.02%,0.96%,5
10,start,5,hotflip,0,67.00%,nq,dataset_nq-retriver_roberta-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query5-adv_a_position_start-Top_5-Seed_12_both_combined,0.19%,4.00%,19.65,meta,0,kmeans_ngram,10,roberta,cos,0.02%,0.98%,5
10,end,1,hotflip,0,56.00%,nq,dataset_nq-retriver_roberta-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query1-adv_a_position_end-Top_5-Seed_12_both_combined,0.19%,35.00%,16.95,meta,0,kmeans_ngram,10,roberta,cos,0.19%,0.06%,5
10,end,3,hotflip,0,70.00%,nq,dataset_nq-retriver_roberta-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query3-adv_a_position_end-Top_5-Seed_12_both_combined,0.21%,9.00%,18.32,meta,0,kmeans_ngram,10,roberta,cos,0.03%,0.95%,5
10,end,5,hotflip,0,63.00%,nq,dataset_nq-retriver_roberta-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query5-adv_a_position_end-Top_5-Seed_12_both_combined,0.19%,7.00%,21.44,meta,0,kmeans_ngram,10,roberta,cos,0.03%,0.97%,5
10,start,1,hotflip,0,26.00%,hotpotqa,dataset_hotpotqa-retriver_minilm-model_true_mistralai/Mistral-Nemo-Instruct-2407-M10xRepeat10-attack_hotflip-removal_drift-defend_none-cos_sim-adv_per_query1-adv_a_position_start-Top_5-Seed_12_both_combined,0.09%,69.00%,16.82,mistralai/Mistral,0,drift,10,minilm,cos,0.20%,0.00%,5
10,start,3,hotflip,0,14.00%,hotpotqa,dataset_hotpotqa-retriver_minilm-model_true_mistralai/Mistral-Nemo-Instruct-2407-M10xRepeat10-attack_hotflip-removal_drift-defend_none-cos_sim-adv_per_query3-adv_a_position_start-Top_5-Seed_12_both_combined,0.09%,83.00%,22.01,mistralai/Mistral,0,drift,10,minilm,cos,0.60%,0.00%,5
10,start,5,hotflip,0,0.00%,hotpotqa,dataset_hotpotqa-retriver_minilm-model_true_mistralai/Mistral-Nemo-Instruct-2407-M10xRepeat10-attack_hotflip-removal_drift-defend_none-cos_sim-adv_per_query5-adv_a_position_start-Top_5-Seed_12_both_combined,0.09%,99.00%,24.24,mistralai/Mistral,0,drift,10,minilm,cos,0.99%,0.01%,5
10,end,1,hotflip,0,35.00%,hotpotqa,dataset_hotpotqa-retriver_minilm-model_true_mistralai/Mistral-Nemo-Instruct-2407-M10xRepeat10-attack_hotflip-removal_drift-defend_none-cos_sim-adv_per_query1-adv_a_position_end-Top_5-Seed_12_both_combined,0.09%,60.00%,21.94,mistralai/Mistral,0,drift,10,minilm,cos,0.20%,0.02%,5
10,end,3,hotflip,0,19.00%,hotpotqa,dataset_hotpotqa-retriver_minilm-model_true_mistralai/Mistral-Nemo-Instruct-2407-M10xRepeat10-attack_hotflip-removal_drift-defend_none-cos_sim-adv_per_query3-adv_a_position_end-Top_5-Seed_12_both_combined,0.09%,77.00%,20.58,mistralai/Mistral,0,drift,10,minilm,cos,0.59%,0.01%,5
10,end,5,hotflip,0,3.00%,hotpotqa,dataset_hotpotqa-retriver_minilm-model_true_mistralai/Mistral-Nemo-Instruct-2407-M10xRepeat10-attack_hotflip-removal_drift-defend_none-cos_sim-adv_per_query5-adv_a_position_end-Top_5-Seed_12_both_combined,0.09%,95.00%,59.74,mistralai/Mistral,0,drift,10,minilm,cos,0.98%,0.02%,5
10,start,1,hotflip,0,28.00%,hotpotqa,dataset_hotpotqa-retriver_minilm-model_true_mistralai/Mistral-Nemo-Instruct-2407-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query1-adv_a_position_start-Top_5-Seed_12_both_combined,0.37%,67.00%,11.03,mistralai/Mistral,0,kmeans_ngram,10,minilm,cos,0.18%,0.09%,5
10,start,3,hotflip,0,66.00%,hotpotqa,dataset_hotpotqa-retriver_minilm-model_true_mistralai/Mistral-Nemo-Instruct-2407-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query3-adv_a_position_start-Top_5-Seed_12_both_combined,0.42%,6.00%,11.92,mistralai/Mistral,0,kmeans_ngram,10,minilm,cos,0.00%,0.99%,5
10,start,5,hotflip,0,67.00%,hotpotqa,dataset_hotpotqa-retriver_minilm-model_true_mistralai/Mistral-Nemo-Instruct-2407-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query5-adv_a_position_start-Top_5-Seed_12_both_combined,0.43%,6.00%,13.20,mistralai/Mistral,0,kmeans_ngram,10,minilm,cos,0.00%,1.00%,5
10,end,1,hotflip,0,31.00%,hotpotqa,dataset_hotpotqa-retriver_minilm-model_true_mistralai/Mistral-Nemo-Instruct-2407-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query1-adv_a_position_end-Top_5-Seed_12_both_combined,0.37%,63.00%,11.00,mistralai/Mistral,0,kmeans_ngram,10,minilm,cos,0.19%,0.06%,5
10,end,3,hotflip,0,64.00%,hotpotqa,dataset_hotpotqa-retriver_minilm-model_true_mistralai/Mistral-Nemo-Instruct-2407-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query3-adv_a_position_end-Top_5-Seed_12_both_combined,0.42%,10.00%,11.91,mistralai/Mistral,0,kmeans_ngram,10,minilm,cos,0.01%,0.98%,5
10,end,5,hotflip,0,67.00%,hotpotqa,dataset_hotpotqa-retriver_minilm-model_true_mistralai/Mistral-Nemo-Instruct-2407-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query5-adv_a_position_end-Top_5-Seed_12_both_combined,0.43%,8.00%,13.08,mistralai/Mistral,0,kmeans_ngram,10,minilm,cos,0.00%,0.99%,5
10,start,3,hotflip,0,68.00%,nq,dataset_nq-retriver_mpnet-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query3-adv_a_position_start-Top_5-Seed_12_both_combined,0.17%,6.00%,16.31,meta,0,kmeans_ngram,10,mpnet,cos,0.04%,0.92%,5
10,start,5,hotflip,0,70.00%,nq,dataset_nq-retriver_mpnet-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query5-adv_a_position_start-Top_5-Seed_12_both_combined,0.17%,3.00%,20.74,meta,0,kmeans_ngram,10,mpnet,cos,0.03%,0.97%,5
10,end,3,hotflip,0,69.00%,nq,dataset_nq-retriver_mpnet-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query3-adv_a_position_end-Top_5-Seed_12_both_combined,0.17%,11.00%,16.67,meta,0,kmeans_ngram,10,mpnet,cos,0.06%,0.90%,5
10,end,5,hotflip,0,68.00%,nq,dataset_nq-retriver_mpnet-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query5-adv_a_position_end-Top_5-Seed_12_both_combined,0.17%,8.00%,18.34,meta,0,kmeans_ngram,10,mpnet,cos,0.04%,0.96%,5
10,start,1,hotflip,0,59.00%,nq,dataset_nq-retriver_mpnet-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query1-adv_a_position_start-Top_5-Seed_12_both_combined,0.14%,36.00%,17.02,meta,0,kmeans_ngram,10,mpnet,cos,0.19%,0.05%,5
10,end,1,hotflip,0,53.00%,nq,dataset_nq-retriver_mpnet-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query1-adv_a_position_end-Top_5-Seed_12_both_combined,0.14%,41.00%,17.08,meta,0,kmeans_ngram,10,mpnet,cos,0.19%,0.04%,5
10,start,1,hotflip,0,58.00%,mirage,dataset_mirage-retriver_ance-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_drift-defend_none-dot-adv_per_query1-adv_a_position_start-Top_5-Seed_12_both_combined,0.10%,3.00%,42.05,meta,0,drift,10,ance,dot,0.00%,1.00%,5
10,start,3,hotflip,0,57.00%,mirage,dataset_mirage-retriver_ance-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_drift-defend_none-dot-adv_per_query3-adv_a_position_start-Top_5-Seed_12_both_combined,0.10%,5.00%,40.19,meta,0,drift,10,ance,dot,0.00%,0.99%,5
10,start,5,hotflip,0,57.00%,mirage,dataset_mirage-retriver_ance-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_drift-defend_none-dot-adv_per_query5-adv_a_position_start-Top_5-Seed_12_both_combined,0.10%,4.00%,48.25,meta,0,drift,10,ance,dot,0.00%,1.00%,5
10,end,1,hotflip,0,58.00%,mirage,dataset_mirage-retriver_ance-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_drift-defend_none-dot-adv_per_query1-adv_a_position_end-Top_5-Seed_12_both_combined,0.10%,3.00%,41.24,meta,0,drift,10,ance,dot,0.00%,1.00%,5
10,end,3,hotflip,0,58.00%,mirage,dataset_mirage-retriver_ance-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_drift-defend_none-dot-adv_per_query3-adv_a_position_end-Top_5-Seed_12_both_combined,0.10%,3.00%,41.51,meta,0,drift,10,ance,dot,0.00%,1.00%,5
